"Accession"	"Species"	"Length"	"Sequence_Type"	"Host"	"Collection_Date"	"Country.1"	"Country.2"
"742"	"KR906736"	"Rabies lyssavirus"	11923	"GenBank"	"Canis lupus familiaris"	"2008"	Tanzania	 Morogoro region
"743"	"KR906758"	"Rabies lyssavirus"	11825	"GenBank"	"Ovis aries"	"2010"	Tanzania	 Morogoro region
"744"	"KR906759"	"Rabies lyssavirus"	11829	"GenBank"	"Canis lupus familiaris"	"2010"	Tanzania	 Morogoro region
"745"	"KR906760"	"Rabies lyssavirus"	11920	"GenBank"	"Canis lupus familiaris"	"2010"	Tanzania	 Morogoro region
"746"	"KR906761"	"Rabies lyssavirus"	11845	"GenBank"	"Canis lupus familiaris"	"2010"	Tanzania	 Morogoro region
"747"	"KR906762"	"Rabies lyssavirus"	11914	"GenBank"	"Canis lupus familiaris"	"2010"	Tanzania	 Morogoro region
"748"	"KR906763"	"Rabies lyssavirus"	11920	"GenBank"	"Canis lupus familiaris"	"2010"	Tanzania	 Morogoro region
"749"	"KR906764"	"Rabies lyssavirus"	11914	"GenBank"	"Capra hircus"	"2010"	Tanzania	 Morogoro region
"750"	"KR906765"	"Rabies lyssavirus"	11923	"GenBank"	"Canis lupus familiaris"	"2010"	Tanzania	 Morogoro region
"751"	"KR906751"	"Rabies lyssavirus"	11915	"GenBank"	"Canis lupus familiaris"	"2011"	Tanzania	 Lindi region
"752"	"KR906754"	"Rabies lyssavirus"	11865	"GenBank"	"Canis lupus familiaris"	"2011"	Tanzania	 Lindi region
"753"	"KR906757"	"Rabies lyssavirus"	11890	"GenBank"	"Canis lupus familiaris"	"2010"	Tanzania	 Lindi region
"754"	"KR906744"	"Rabies lyssavirus"	11914	"GenBank"	"Canis lupus familiaris"	"2010"	Tanzania	 Iringa region
"755"	"KR906747"	"Rabies lyssavirus"	11923	"GenBank"	"Canis lupus familiaris"	"2010"	Tanzania	 Iringa region
"756"	"KR906743"	"Rabies lyssavirus"	11914	"GenBank"	"Canis lupus familiaris"	"2010"	Tanzania	 Dar es Salaam
"757"	"KR906746"	"Rabies lyssavirus"	11875	"GenBank"	"Canis lupus familiaris"	"2010"	Tanzania	 Dar es Salaam
"758"	"KR906739"	"Rabies lyssavirus"	11923	"GenBank"	"Canis lupus familiaris"	"2004"	Tanzania	 Arusha Region
"759"	"KR906741"	"Rabies lyssavirus"	11923	"GenBank"	"Canis lupus familiaris"	"2003"	Tanzania	 Arusha Region
"760"	"MN726802"	"Rabies lyssavirus"	11552	"GenBank"	""	"2016"	Tanzania	
"761"	"MN726804"	"Rabies lyssavirus"	11923	"GenBank"	"Canis lupus familiaris"	"2015"	Tanzania	
"762"	"MN726808"	"Rabies lyssavirus"	11806	"GenBank"	"Canis lupus familiaris"	"2016"	Tanzania	
"763"	"MN726809"	"Rabies lyssavirus"	11545	"GenBank"	"Canis lupus familiaris"	"2016"	Tanzania	
"764"	"MN726815"	"Rabies lyssavirus"	11869	"GenBank"	"Canis mesomelas"	"2015"	Tanzania	
"765"	"MN726817"	"Rabies lyssavirus"	11633	"GenBank"	"Bos taurus"	"2016"	Tanzania	
"766"	"MN726818"	"Rabies lyssavirus"	11869	"GenBank"	"Canis lupus familiaris"	"2015"	Tanzania	
"767"	"MN726820"	"Rabies lyssavirus"	11819	"GenBank"	"Felis catus"	"2017"	Tanzania	
"768"	"MN726824"	"Rabies lyssavirus"	11632	"GenBank"	"Canis lupus familiaris"	"2016"	Tanzania	
"769"	"MN726825"	"Rabies lyssavirus"	11732	"GenBank"	"Canis mesomelas"	"2015"	Tanzania	
"770"	"MN726826"	"Rabies lyssavirus"	11868	"GenBank"	"Canis lupus familiaris"	"2016"	Tanzania	
"771"	"MN726827"	"Rabies lyssavirus"	11869	"GenBank"	"Canis lupus familiaris"	"2017"	Tanzania	
"772"	"MN726829"	"Rabies lyssavirus"	11517	"GenBank"	"Canis lupus familiaris"	"2017"	Tanzania	
"773"	"MN726833"	"Rabies lyssavirus"	11821	"GenBank"	"Canis lupus familiaris"	"2017"	Tanzania	
"774"	"MN726835"	"Rabies lyssavirus"	11559	"GenBank"	"Canis lupus familiaris"	"2017"	Tanzania	
"775"	"KX148206"	"Rabies lyssavirus"	11801	"GenBank"	"Canis lupus familiaris"	"1996"	Tanzania	
"776"	"KF155002"	"Rabies lyssavirus"	11923	"GenBank"	"Canis lupus familiaris"	"2010"	Tanzania	
"777"	"KY765901"	"Rabies lyssavirus"	11922	"GenBank"	"Canis lupus familiaris"	"2012"	Tajikistan	
"778"	"KF620487"	"Rabies lyssavirus"	11923	"GenBank"	"Melogale"	"2012"	Taiwan	
"779"	"KF620488"	"Rabies lyssavirus"	11923	"GenBank"	"Melogale"	"2012"	Taiwan	
"780"	"KF620489"	"Rabies lyssavirus"	11923	"GenBank"	"Melogale"	"2013"	Taiwan	
"781"	"AB635373"	"Rabies lyssavirus"	11926	"GenBank"	"Paradoxurus zeylonensis"	"2009"	Sri Lanka	Moneragala
"782"	"AB569299"	"Rabies lyssavirus"	11926	"GenBank"	"Homo sapiens"	"2008"	Sri Lanka	Gampaha
"783"	"KC171643"	"Rabies lyssavirus"	11928	"GenBank"	"Bos taurus"	"2008"	South Korea	
"784"	"KC171644"	"Rabies lyssavirus"	11928	"GenBank"	"Nyctereutes procyonoides"	"2004"	South Korea	
"785"	"KC171645"	"Rabies lyssavirus"	11928	"GenBank"	"Nyctereutes procyonoides"	"1999"	South Korea	
"786"	"MT454631"	"Rabies lyssavirus"	11923	"GenBank"	"Canis lupus familiaris"	"2015"	South Africa	
"787"	"MT454632"	"Rabies lyssavirus"	11902	"GenBank"	"Proteles cristata"	"2015"	South Africa	
"788"	"MT454633"	"Rabies lyssavirus"	11908	"GenBank"	"Proteles cristata"	"2015"	South Africa	
"789"	"MT454634"	"Rabies lyssavirus"	11923	"GenBank"	"Canis lupus familiaris"	"2015"	South Africa	
"790"	"MT454635"	"Rabies lyssavirus"	11923	"GenBank"	"Canis lupus familiaris"	"2015"	South Africa	
"791"	"MT454636"	"Rabies lyssavirus"	11923	"GenBank"	"Canis lupus familiaris"	"2016"	South Africa	
"792"	"MT454637"	"Rabies lyssavirus"	11923	"GenBank"	"Canis lupus familiaris"	"2016"	South Africa	
"793"	"MT454638"	"Rabies lyssavirus"	11923	"GenBank"	"Otocyon megalotis"	"2016"	South Africa	
"794"	"MT454639"	"Rabies lyssavirus"	11923	"GenBank"	"Canis lupus familiaris"	"2016"	South Africa	
"795"	"MT454640"	"Rabies lyssavirus"	11923	"GenBank"	"Otocyon megalotis"	"2016"	South Africa	
"796"	"MT454641"	"Rabies lyssavirus"	11923	"GenBank"	"Canis lupus familiaris"	"2016"	South Africa	
"797"	"MT454642"	"Rabies lyssavirus"	11923	"GenBank"	"Proteles cristata"	"2016"	South Africa	
"798"	"MT454643"	"Rabies lyssavirus"	11922	"GenBank"	"Canis lupus familiaris"	"2017"	South Africa	
"799"	"MT454644"	"Rabies lyssavirus"	11923	"GenBank"	"Canis lupus familiaris"	"2017"	South Africa	
"800"	"MT454645"	"Rabies lyssavirus"	11922	"GenBank"	"Canis lupus familiaris"	"2017"	South Africa	
"801"	"MT454646"	"Rabies lyssavirus"	11922	"GenBank"	"Canis mesomelas"	"2017"	South Africa	
"802"	"MT454647"	"Rabies lyssavirus"	11922	"GenBank"	"Canis mesomelas"	"2017"	South Africa	
"803"	"MT454648"	"Rabies lyssavirus"	11923	"GenBank"	"Canis mesomelas"	"2017"	South Africa	
"804"	"MT454649"	"Rabies lyssavirus"	11922	"GenBank"	"Canis mesomelas"	"2017"	South Africa	
"805"	"MT454650"	"Rabies lyssavirus"	11922	"GenBank"	"Otocyon megalotis"	"2017"	South Africa	
"806"	"MT454651"	"Rabies lyssavirus"	11922	"GenBank"	"Canis mesomelas"	"2017"	South Africa	
"807"	"MT454652"	"Rabies lyssavirus"	11923	"GenBank"	"Canis mesomelas"	"2017"	South Africa	
"808"	"MT454653"	"Rabies lyssavirus"	11923	"GenBank"	"Canis mesomelas"	"2017"	South Africa	
"809"	"MT454654"	"Rabies lyssavirus"	11923	"GenBank"	"Canis mesomelas"	"2017"	South Africa	
"810"	"MG458307"	"Rabies lyssavirus"	11922	"GenBank"	"Felis catus"	"2000"	South Africa	
"811"	"MG458308"	"Rabies lyssavirus"	11926	"GenBank"	"Herpestidae"	"2000"	South Africa	
"812"	"MG458318"	"Rabies lyssavirus"	11918	"GenBank"	"Homo sapiens"	"2008"	South Africa	
"813"	"KX148103"	"Rabies lyssavirus"	11922	"GenBank"	"Homo sapiens"	"1981"	South Africa	
"814"	"KX148220"	"Rabies lyssavirus"	11805	"GenBank"	"Herpestidae"	"2013"	South Africa	
"815"	"KX148221"	"Rabies lyssavirus"	11805	"GenBank"	"Sciuridae"	"2014"	South Africa	
"816"	"KX148222"	"Rabies lyssavirus"	11804	"GenBank"	"Herpestidae"	"2014"	South Africa	
"817"	"KX148223"	"Rabies lyssavirus"	11802	"GenBank"	"Feliformia"	"2000"	South Africa	
"818"	"KT336432"	"Rabies lyssavirus"	11923	"GenBank"	"Canis lupus familiaris"	"2012"	South Africa	
"819"	"KT336436"	"Rabies lyssavirus"	11923	"GenBank"	"Canis lupus familiaris"	"2012"	South Africa	
"820"	"KT336437"	"Rabies lyssavirus"	11923	"GenBank"	"Canis lupus familiaris"	"2012"	South Africa	
"821"	"KX148198"	"Rabies lyssavirus"	11804	"GenBank"	"Canis lupus familiaris"	"1993"	Somalia	
"822"	"KX148199"	"Rabies lyssavirus"	11804	"GenBank"	"Canis"	"1993"	Somalia	
"823"	"KX148129"	"Rabies lyssavirus"	11801	"GenBank"	"Canidae"	"1994"	Slovenia	
"824"	"KX148130"	"Rabies lyssavirus"	11801	"GenBank"	"Canidae"	"1994"	Slovenia	
"825"	"KX148131"	"Rabies lyssavirus"	11801	"GenBank"	"Canidae"	"1994"	Slovenia	
"826"	"KX148132"	"Rabies lyssavirus"	11801	"GenBank"	"Canidae"	"1994"	Slovenia	
"827"	"KX148144"	"Rabies lyssavirus"	11801	"GenBank"	"Canidae"	"1994"	Slovenia	
"828"	"MG458309"	"Rabies lyssavirus"	11923	"GenBank"	"Canis lupus familiaris"	"1978"	Serbia	
"829"	"MG458310"	"Rabies lyssavirus"	11923	"GenBank"	"Bos taurus"	"1986"	Serbia	
"830"	"MG458311"	"Rabies lyssavirus"	11923	"GenBank"	"Canidae"	"1998"	Serbia	
"831"	"MG458312"	"Rabies lyssavirus"	11923	"GenBank"	"Canidae"	"1997"	Serbia	
"832"	"KX148140"	"Rabies lyssavirus"	11801	"GenBank"	"Canidae"	"1986"	Serbia	
"833"	"KX148161"	"Rabies lyssavirus"	11801	"GenBank"	"Canidae"	"1972"	Serbia	
"834"	"KX148238"	"Rabies lyssavirus"	11801	"GenBank"	"Canis lupus familiaris"	"1991"	Senegal	
"835"	"KX148239"	"Rabies lyssavirus"	11801	"GenBank"	"Canis lupus familiaris"	"1992"	Senegal	
"836"	"KX148168"	"Rabies lyssavirus"	11801	"GenBank"	"Canidae"	"1987"	Saudi Arabia	
"837"	"KX148172"	"Rabies lyssavirus"	11801	"GenBank"	"Equus caballus"	"1987"	Saudi Arabia	
"838"	"KX148173"	"Rabies lyssavirus"	11801	"GenBank"	"Canidae"	"1997"	Saudi Arabia	
"839"	"KX148174"	"Rabies lyssavirus"	11801	"GenBank"	"Canidae"	"1998"	Saudi Arabia	
"840"	"KX148175"	"Rabies lyssavirus"	11801	"GenBank"	"Canidae"	"1998"	Saudi Arabia	
"841"	"KX148176"	"Rabies lyssavirus"	11801	"GenBank"	"Canidae"	"2004"	Saudi Arabia	
"842"	"KX148205"	"Rabies lyssavirus"	11801	"GenBank"	"Canis lupus familiaris"	"1994"	Rwanda	
"843"	"KP997032"	"Rabies lyssavirus"	11873	"GenBank"	"Ursus arctos"	"2014"	Russia	 Primorsky Krai
"844"	"KC595280"	"Rabies lyssavirus"	11796	"GenBank"	"Vulpes vulpes"	"2011"	Russia	 Lipetsk region
"845"	"KC595281"	"Rabies lyssavirus"	11799	"GenBank"	"Felis catus"	"2011"	Russia	 Lipetsk region
"846"	"KC595282"	"Rabies lyssavirus"	11798	"GenBank"	"Vulpes vulpes"	"2011"	Russia	 Lipetsk region
"847"	"KC595283"	"Rabies lyssavirus"	11798	"GenBank"	"Vulpes vulpes"	"2011"	Russia	 Lipetsk region
"848"	"KT728348"	"Rabies lyssavirus"	11873	"GenBank"	"Homo sapiens"	"2003"	Russia	 Astrakhan region
"849"	"KT728349"	"Rabies lyssavirus"	11873	"GenBank"	"Homo sapiens"	"2003"	Russia	 Astrakhan region
"850"	"KY860613"	"Rabies lyssavirus"	11926	"GenBank"	"Nyctereutes procyonoides"	"1989"	Russia	
"851"	"MG458313"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes lagopus"	"1996"	Russia	
"852"	"MF630920"	"Rabies lyssavirus"	11893	"GenBank"	""	"2016"	Russia	
"853"	"KX954123"	"Rabies lyssavirus"	11851	"GenBank"	"Vulpes lagopus"	"2016"	Russia	
"854"	"KM198893"	"Rabies lyssavirus"	11932	"GenBank"	""	""	Russia	
"855"	"JQ944704"	"Rabies lyssavirus"	11923	"GenBank"	"Nyctereutes procyonoides"	"2009"	Russia	
"856"	"JQ944705"	"Rabies lyssavirus"	11923	"GenBank"	"Canis lupus familiaris"	"2008"	Russia	
"857"	"JQ944706"	"Rabies lyssavirus"	11923	"GenBank"	"Canis lupus familiaris"	"2008"	Russia	
"858"	"JQ944707"	"Rabies lyssavirus"	11927	"GenBank"	"Cervidae"	"2008"	Russia	
"859"	"JQ944708"	"Rabies lyssavirus"	11914	"GenBank"	"Vulpes vulpes"	"2008"	Russia	
"860"	"EF542830"	"Rabies lyssavirus"	11932	"GenBank"	""	""	Russia	
"861"	"MN534896"	"Rabies lyssavirus"	11874	"GenBank"	"Camelus"	"2018"	Qatar	
"862"	"MN534897"	"Rabies lyssavirus"	11874	"GenBank"	"Canidae"	"2018"	Qatar	
"863"	"MF197744"	"Rabies lyssavirus"	11964	"GenBank"	"Eptesicus serotinus"	"2014"	Poland	 Pomerania
"864"	"MF197741"	"Rabies lyssavirus"	11802	"GenBank"	"Canidae"	"2008"	Poland	 Podlaskie voievodeship
"865"	"MF197742"	"Rabies lyssavirus"	11802	"GenBank"	"Canidae"	"2014"	Poland	 Podlaskie voievodeship
"866"	"MF197743"	"Rabies lyssavirus"	11801	"GenBank"	"Canidae"	"2010"	Poland	 Lesser Poland
"867"	"MF197745"	"Rabies lyssavirus"	11966	"GenBank"	"Eptesicus serotinus"	"1998"	Poland	 Kuyavia-Pomerania
"868"	"KX148114"	"Rabies lyssavirus"	11802	"GenBank"	"Canidae"	"1995"	Poland	
"869"	"KX148115"	"Rabies lyssavirus"	11802	"GenBank"	"Canidae"	"1996"	Poland	
"870"	"KX148116"	"Rabies lyssavirus"	11802	"GenBank"	"Canidae"	"1996"	Poland	
"871"	"KX148117"	"Rabies lyssavirus"	11802	"GenBank"	"Canidae"	"1997"	Poland	
"872"	"KX148118"	"Rabies lyssavirus"	11803	"GenBank"	"Nyctereutes procyonoides"	"1994"	Poland	
"873"	"KX148119"	"Rabies lyssavirus"	11800	"GenBank"	"Canidae"	"1993"	Poland	
"874"	"KX148120"	"Rabies lyssavirus"	11800	"GenBank"	"Nyctereutes procyonoides"	"1993"	Poland	
"875"	"KX148121"	"Rabies lyssavirus"	11800	"GenBank"	"Canidae"	"1993"	Poland	
"876"	"KX148141"	"Rabies lyssavirus"	11801	"GenBank"	"Canidae"	"1992"	Poland	
"877"	"KX148142"	"Rabies lyssavirus"	11801	"GenBank"	"Canidae"	"1994"	Poland	
"878"	"KX148150"	"Rabies lyssavirus"	11801	"GenBank"	"Nyctereutes procyonoides"	"1986"	Poland	
"879"	"KX148151"	"Rabies lyssavirus"	11801	"GenBank"	"Canidae"	"1996"	Poland	
"880"	"KX148152"	"Rabies lyssavirus"	11802	"GenBank"	"Nyctereutes procyonoides"	"1996"	Poland	
"881"	"KX148153"	"Rabies lyssavirus"	11801	"GenBank"	"Nyctereutes procyonoides"	"1996"	Poland	
"882"	"KX148154"	"Rabies lyssavirus"	11801	"GenBank"	"Nyctereutes procyonoides"	"1997"	Poland	
"883"	"MN857171"	"Rabies lyssavirus"	11922	"GenBank"	"Feliformia"	"2019"	Philippines	 San Miguel, Bulacan
"884"	"MN857168"	"Rabies lyssavirus"	11922	"GenBank"	"Canis lupus familiaris"	"2019"	Philippines	 Quezon City
"885"	"MN857169"	"Rabies lyssavirus"	11922	"GenBank"	"Canis lupus familiaris"	"2019"	Philippines	 Pasay City
"886"	"MN857167"	"Rabies lyssavirus"	11922	"GenBank"	"Canis lupus familiaris"	"2019"	Philippines	 Caloocan City
"887"	"MN857170"	"Rabies lyssavirus"	11922	"GenBank"	"Canis lupus familiaris"	"2019"	Philippines	 Angono, Rizal
"888"	"MN726836"	"Rabies lyssavirus"	11863	"GenBank"	"Canis lupus familiaris"	"2013"	Philippines	
"889"	"MN726837"	"Rabies lyssavirus"	11653	"GenBank"	"Canis lupus familiaris"	"2013"	Philippines	
"890"	"MN726838"	"Rabies lyssavirus"	11653	"GenBank"	"Canis lupus familiaris"	"2013"	Philippines	
"891"	"MN726839"	"Rabies lyssavirus"	11863	"GenBank"	"Canis lupus familiaris"	"2015"	Philippines	
"892"	"MN726840"	"Rabies lyssavirus"	11653	"GenBank"	"Canis lupus familiaris"	"2015"	Philippines	
"893"	"MN726841"	"Rabies lyssavirus"	11863	"GenBank"	"Canis lupus familiaris"	"2014"	Philippines	
"894"	"MN726842"	"Rabies lyssavirus"	11653	"GenBank"	"Canis lupus familiaris"	"2019"	Philippines	
"895"	"MN726843"	"Rabies lyssavirus"	11653	"GenBank"	"Canis lupus familiaris"	"2012"	Philippines	
"896"	"MN726844"	"Rabies lyssavirus"	11653	"GenBank"	"Canis lupus familiaris"	"2014"	Philippines	
"897"	"MN726845"	"Rabies lyssavirus"	11653	"GenBank"	"Canis lupus familiaris"	"2012"	Philippines	
"898"	"MN726846"	"Rabies lyssavirus"	11653	"GenBank"	"Canis lupus familiaris"	"2015"	Philippines	
"899"	"MN726847"	"Rabies lyssavirus"	11653	"GenBank"	"Canis lupus familiaris"	"2017"	Philippines	
"900"	"MN726848"	"Rabies lyssavirus"	11653	"GenBank"	"Canis lupus familiaris"	"2016"	Philippines	
"901"	"MN726850"	"Rabies lyssavirus"	11653	"GenBank"	"Canis lupus familiaris"	"2015"	Philippines	
"902"	"MN726851"	"Rabies lyssavirus"	11653	"GenBank"	"Canis lupus familiaris"	"2014"	Philippines	
"903"	"MN726852"	"Rabies lyssavirus"	11653	"GenBank"	"Canis lupus familiaris"	"2018"	Philippines	
"904"	"MN726853"	"Rabies lyssavirus"	11653	"GenBank"	"Canis lupus familiaris"	"2012"	Philippines	
"905"	"MN726854"	"Rabies lyssavirus"	11737	"GenBank"	"Canis lupus familiaris"	"2015"	Philippines	
"906"	"MN726855"	"Rabies lyssavirus"	11653	"GenBank"	"Canis lupus familiaris"	"2016"	Philippines	
"907"	"MN726856"	"Rabies lyssavirus"	11653	"GenBank"	"Canis lupus familiaris"	"2012"	Philippines	
"908"	"MN726857"	"Rabies lyssavirus"	11553	"GenBank"	"Canis lupus familiaris"	"2016"	Philippines	
"909"	"MN726858"	"Rabies lyssavirus"	11653	"GenBank"	"Canis lupus familiaris"	"2016"	Philippines	
"910"	"MN726859"	"Rabies lyssavirus"	11653	"GenBank"	"Canis lupus familiaris"	"2015"	Philippines	
"911"	"MN726860"	"Rabies lyssavirus"	11653	"GenBank"	"Canis lupus familiaris"	"2018"	Philippines	
"912"	"MN726861"	"Rabies lyssavirus"	11791	"GenBank"	"Canis lupus familiaris"	"2015"	Philippines	
"913"	"MN726862"	"Rabies lyssavirus"	11653	"GenBank"	"Canis lupus familiaris"	"2013"	Philippines	
"914"	"MN726863"	"Rabies lyssavirus"	11653	"GenBank"	"Canis lupus familiaris"	"2015"	Philippines	
"915"	"MN726864"	"Rabies lyssavirus"	11653	"GenBank"	"Canis lupus familiaris"	"2016"	Philippines	
"916"	"MN726865"	"Rabies lyssavirus"	11653	"GenBank"	"Canis lupus familiaris"	"2014"	Philippines	
"917"	"MN726866"	"Rabies lyssavirus"	11765	"GenBank"	"Canis lupus familiaris"	"2014"	Philippines	
"918"	"MN726867"	"Rabies lyssavirus"	11653	"GenBank"	"Canis lupus familiaris"	"2012"	Philippines	
"919"	"MN726868"	"Rabies lyssavirus"	11653	"GenBank"	"Canis lupus familiaris"	"2016"	Philippines	
"920"	"MN726869"	"Rabies lyssavirus"	11653	"GenBank"	"Felis catus"	"2013"	Philippines	
"921"	"MN726870"	"Rabies lyssavirus"	11863	"GenBank"	"Canis lupus familiaris"	"2014"	Philippines	
"922"	"MN726871"	"Rabies lyssavirus"	11653	"GenBank"	"Canis lupus familiaris"	"2013"	Philippines	
"923"	"MN726872"	"Rabies lyssavirus"	11863	"GenBank"	"Canis lupus familiaris"	"2017"	Philippines	
"924"	"MN726873"	"Rabies lyssavirus"	11863	"GenBank"	"Canis lupus familiaris"	"2014"	Philippines	
"925"	"MN726874"	"Rabies lyssavirus"	11653	"GenBank"	"Canis lupus familiaris"	"2012"	Philippines	
"926"	"MN726875"	"Rabies lyssavirus"	11653	"GenBank"	"Canis lupus familiaris"	"2018"	Philippines	
"927"	"MN726876"	"Rabies lyssavirus"	11653	"GenBank"	"Canis lupus familiaris"	"2018"	Philippines	
"928"	"MN726877"	"Rabies lyssavirus"	11653	"GenBank"	"Canis lupus familiaris"	"2015"	Philippines	
"929"	"MN726879"	"Rabies lyssavirus"	11863	"GenBank"	"Canis lupus familiaris"	"2012"	Philippines	
"930"	"MN726880"	"Rabies lyssavirus"	11653	"GenBank"	"Canis lupus familiaris"	"2019"	Philippines	
"931"	"MN726881"	"Rabies lyssavirus"	11653	"GenBank"	"Canis lupus familiaris"	"2015"	Philippines	
"932"	"MN726882"	"Rabies lyssavirus"	11653	"GenBank"	"Canis lupus familiaris"	"2019"	Philippines	
"933"	"KX148259"	"Rabies lyssavirus"	11803	"GenBank"	"Canis lupus familiaris"	"1994"	Philippines	
"934"	"KX148260"	"Rabies lyssavirus"	11804	"GenBank"	"Canis lupus familiaris"	"2004"	Philippines	
"935"	"KX148261"	"Rabies lyssavirus"	11800	"GenBank"	"Canis lupus familiaris"	"1994"	Philippines	
"936"	"KX148262"	"Rabies lyssavirus"	11800	"GenBank"	"Canis lupus familiaris"	"1994"	Philippines	
"937"	"KX148263"	"Rabies lyssavirus"	11800	"GenBank"	"Canis lupus familiaris"	"1994"	Philippines	
"938"	"HE802675"	"Rabies lyssavirus"	11928	"GenBank"	"Bos taurus"	"2010"	Pakistan	
"939"	"HE802676"	"Rabies lyssavirus"	11928	"GenBank"	"Bos taurus"	"2007"	Pakistan	
"940"	"KX148169"	"Rabies lyssavirus"	11801	"GenBank"	"Camelus"	"1990"	Oman	
"941"	"KX148170"	"Rabies lyssavirus"	11801	"GenBank"	"Canidae"	"1990"	Oman	
"942"	"KX148201"	"Rabies lyssavirus"	11805	"GenBank"	"Canis lupus familiaris"	"1986"	Nigeria	
"943"	"KC196743"	"Rabies lyssavirus"	11923	"GenBank"	"Canis lupus familiaris"	"2011"	Nigeria	
"944"	"KX148229"	"Rabies lyssavirus"	11801	"GenBank"	"Canis lupus familiaris"	"1990"	Niger	
"945"	"KX148231"	"Rabies lyssavirus"	11801	"GenBank"	"Canis lupus familiaris"	"1990"	Niger	
"946"	"MN534894"	"Rabies lyssavirus"	11802	"GenBank"	"Homo sapiens"	"2018"	Nepal	
"947"	"MN534895"	"Rabies lyssavirus"	11792	"GenBank"	"Homo sapiens"	"2019"	Nepal	
"948"	"MG458320"	"Rabies lyssavirus"	11927	"GenBank"	"Homo sapiens"	"2012"	Nepal	
"949"	"KX148108"	"Rabies lyssavirus"	11925	"GenBank"	"Bos taurus"	"2011"	Nepal	
"950"	"KX148228"	"Rabies lyssavirus"	11810	"GenBank"	"Canis lupus familiaris"	"1998"	Nepal	
"951"	"KX148245"	"Rabies lyssavirus"	11803	"GenBank"	"Bubalus bubalis"	"2009"	Nepal	
"952"	"JX473841"	"Rabies lyssavirus"	11923	"GenBank"	"Tragelaphus strepsiceros"	"2009"	Namibia	 Otjozondjupa, Grootfontein
"953"	"JX473838"	"Rabies lyssavirus"	11923	"GenBank"	"Canis"	"2009"	Namibia	 Kunene, Etosha National Park
"954"	"JX473839"	"Rabies lyssavirus"	11923	"GenBank"	"Canis"	"2009"	Namibia	 Kunene, Etosha National Park
"955"	"JX473840"	"Rabies lyssavirus"	11923	"GenBank"	"Tragelaphus strepsiceros"	"2009"	Namibia	 Khomas, Windhoek
"956"	"KX148204"	"Rabies lyssavirus"	11800	"GenBank"	"Canis lupus familiaris"	"1992"	Namibia	
"957"	"KX148247"	"Rabies lyssavirus"	11801	"GenBank"	"Canis lupus familiaris"	"1999"	Myanmar	
"958"	"KX148248"	"Rabies lyssavirus"	11801	"GenBank"	"Canis lupus familiaris"	"1999"	Myanmar	
"959"	"KX148203"	"Rabies lyssavirus"	11801	"GenBank"	"Canis lupus familiaris"	"1986"	Mozambique	
"960"	"KX148193"	"Rabies lyssavirus"	11805	"GenBank"	"Canis lupus familiaris"	"2008"	Morocco	
"961"	"KX148194"	"Rabies lyssavirus"	11805	"GenBank"	"Canis lupus familiaris"	"1989"	Morocco	
"962"	"KX148195"	"Rabies lyssavirus"	11804	"GenBank"	"Canis lupus familiaris"	"2004"	Morocco	
"963"	"KX148196"	"Rabies lyssavirus"	11804	"GenBank"	"Canis lupus familiaris"	"1990"	Morocco	
"964"	"KF155001"	"Rabies lyssavirus"	11926	"GenBank"	"Bos taurus"	"2009"	Morocco	
"965"	"KX148104"	"Rabies lyssavirus"	11923	"GenBank"	"Bos taurus"	"1978"	Montenegro	
"966"	"KX708499"	"Rabies lyssavirus"	11794	"GenBank"	"Canis lupus familiaris"	"2015"	Mexico	 Yucatan
"967"	"KX708500"	"Rabies lyssavirus"	11794	"GenBank"	"Canis lupus familiaris"	"2014"	Mexico	 Yucatan
"968"	"KX708501"	"Rabies lyssavirus"	11794	"GenBank"	"Canis lupus familiaris"	"2013"	Mexico	 Yucatan
"969"	"KX708504"	"Rabies lyssavirus"	11798	"GenBank"	"Canis lupus familiaris"	"2008"	Mexico	 Yucatan
"970"	"KX708502"	"Rabies lyssavirus"	11793	"GenBank"	"Canis lupus familiaris"	"2012"	Mexico	 Chiapas
"971"	"KX708503"	"Rabies lyssavirus"	11793	"GenBank"	"Canis lupus familiaris"	"2014"	Mexico	 Chiapas
"972"	"KX148102"	"Rabies lyssavirus"	11922	"GenBank"	"Canis lupus familiaris"	"1991"	Mexico	
"973"	"KX148110"	"Rabies lyssavirus"	11802	"GenBank"	"Canis lupus familiaris"	"1991"	Mexico	
"974"	"KX148111"	"Rabies lyssavirus"	11802	"GenBank"	"Canis lupus familiaris"	"1991"	Mexico	
"975"	"KX148112"	"Rabies lyssavirus"	11802	"GenBank"	"Homo sapiens"	"1991"	Mexico	
